FID,ACCIDENT_N,ACCIDENTDA,ACCIDENTTI,ACCIDENT_T,Accident_T_1,DAY_OF_WEE,Day_Week_D,DCA_CODE,DCA_Descri,DIRECTORY,EDITION,PAGE,GRID_REFER,GRID_REF_1,LIGHT_COND,Light_Cond_1,NODE_ID,NO_OF_VEHI,NO_PERSONS,NO_PERSO_1,NO_PERSO_2,NO_PERSO_3,NO_PERSO_4,POLICE_ATT,ROAD_GEOME,Road_Geome_1,SEVERITY,SPEED_ZONE,Lat,Long
419,T20130001084,16/01/2013,16.25.00,1,Collision with vehicle,4,Wednesday,121,RIGHT THROUGH,MEL,40,60,G,11,1,Day,40595,2,2,0,1,0,1,2,2,T intersection,3,80,-37.86889,145.092360000000010
420,T20130001087,17/01/2013,12.30.00,4,Collision with a fixed object,5,Thursday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,MEL,40,30,E,12,1,Day,81798,1,1,0,1,0,0,1,5,Not at intersection,3,60,-37.78334,144.996240000000000
421,T20130001091,17/01/2013,09.10.00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH,MEL,40,19,A,8,1,Day,53961,2,2,0,1,0,1,1,4,Multiple intersection,3,70,-37.72525,145.023230000000010
422,T20130001092,17/01/2013,11.00.00,1,Collision with vehicle,4,Thursday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),MEL,40,15,D,3,1,Day,277405,2,2,0,1,0,1,1,2,T intersection,3,80,-37.70606,144.860790000000010
423,T20130001100,17/01/2013,13.36.00,2,Struck Pedestrian,5,Thursday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,MEL,40,382,D,4,1,Day,43695,1,3,0,2,0,1,1,1,Cross intersection,3,60,-37.58079,144.724999999999990
424,T20130001102,17/01/2013,12.50.00,1,Collision with vehicle,5,Thursday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,MEL,40,63,D,10,1,Day,267928,2,2,1,1,0,0,1,5,Not at intersection,2,100,-37.86698,145.211130000000000
425,T20130001107,17/01/2013,13.35.00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE),MEL,40,456,K,6,1,Day,50024,3,4,0,3,0,1,1,2,T intersection,3,60,-38.15894,144.573569999999990
426,T20130001109,17/01/2013,16.55.00,8,No collision and no object struck,5,Thursday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),MEL,40,432,A,12,1,Day,71386,1,1,0,1,0,0,1,2,T intersection,3,50,-38.08912,144.355700000000010
427,T20130001110,17/01/2013,18.06.00,1,Collision with vehicle,5,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),MEL,40,104,G,10,3,Dark Street lights on,29742,2,4,0,1,0,3,1,1,Cross intersection,3,60,-38.21742,145.048000000000000
428,T20130001112,17/01/2013,17.38.00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH,MEL,40,45,B,7,1,Day,38883,2,2,0,1,0,1,1,1,Cross intersection,3,60,-37.81016,145.026320000000000
429,T20130001114,17/01/2013,18.37.00,1,Collision with vehicle,5,Thursday,135,LANE CHANGE LEFT (NOT OVERTAKING),MEL,40,28,J,9,1,Day,257301,2,2,0,2,0,0,1,1,Cross intersection,3,60,-37.77306,144.927060000000010
430,T20130001116,17/01/2013,06.40.00,1,Collision with vehicle,5,Thursday,135,LANE CHANGE LEFT (NOT OVERTAKING),MEL,40,6,C,12,1,Day,257346,2,2,0,2,0,0,2,5,Not at intersection,3,80,-37.69745,144.898869999999990
431,T20130001123,17/01/2013,07.50.00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE),MEL,40,69,C,10,1,Day,258103,2,3,1,0,0,2,1,5,Not at intersection,2,60,-37.90856,145.077630000000000
432,T20130001126,18/01/2013,01.30.00,4,Collision with a fixed object,6,Friday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,MEL,40,9,H,3,3,Dark Street lights on,258947,1,1,1,0,0,0,1,5,Not at intersection,2,70,-37.66255,145.053930000000010
433,T20130001128,18/01/2013,03.00.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL,VCS,9,41,B,9,5,Dark No street lights,267929,1,1,1,0,0,0,1,5,Not at intersection,2,100,-36.94564,142.564809999999990
434,T20130001129,18/01/2013,04.00.00,6,Vehicle overturned (no collision),5,Friday,179,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,MEL,40,360,K,3,3,Dark Street lights on,279018,1,2,2,0,0,0,1,5,Not at intersection,2,60,-37.79526,144.753840000000000
435,T20130001134,18/01/2013,07.50.00,1,Collision with vehicle,6,Friday,135,LANE CHANGE LEFT (NOT OVERTAKING),MEL,40,131,B,3,1,Day,55066,2,2,0,1,0,1,1,2,T intersection,3,80,-38.05764,145.338619999999990
436,T20130001135,18/01/2013,07.56.00,1,Collision with vehicle,6,Friday,120,HEAD ON (NOT OVERTAKING),MEL,40,338,F,8,1,Day,267930,3,3,1,2,0,0,1,5,Not at intersection,2,90,-37.68118,144.648320000000010
437,T20130001136,17/01/2013,16.50.00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH,MEL,40,129,J,11,1,Day,43858,2,3,0,2,0,1,1,2,T intersection,3,80,-38.08709,145.278580000000010
438,T20130001139,18/01/2013,09.25.00,4,Collision with a fixed object,6,Friday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,MEL,40,89,C,9,1,Day,267931,1,1,1,0,0,0,1,5,Not at intersection,2,60,-37.99338,145.163080000000010
